codinst,nombre,cod_municipio,municipio,departamento,calendario,naturaleza,jornada,matematica,quimica,fisica,biologia,filosofia,ingles,lenguaje,sociales,de_matematica,de_quimica,de_fisica,de_biologia,de_filosofia,de_ingles,de_lenguaje,de_sociales,evaluados,periodo
081943,COLEGIO DEPARTAMENTAL SAN FRANCISCO DE ASIS,50001,VILLAVICENCIO,META,A,OFICIAL,COMPLETA U ORDINARIA,41.79,42.02,41.43,42.40,39.02,44.28,46.97,45.17,7.78,7.13,8.48,7.02,7.54,5.01,8.55,6.27,58,20132
081950,COLEGIO DEPARTAMENTAL NARCISO JOSE MATEUS TORRES,50001,VILLAVICENCIO,META,A,OFICIAL,TARDE,46.11,46.11,42.82,45.29,37.82,42.71,47.32,44.84,7.98,6.71,10.11,7.17,8.10,6.83,6.66,6.91,38,20132
081968,COLEGIO MUNICIPAL DE BACHILLERATO AGROPECUARIO,47288,FUNDACION,MAGDALENA,A,OFICIAL,TARDE,39.87,42.67,42.00,42.20,32.80,39.67,45.40,40.73,8.21,6.75,5.44,8.27,6.34,4.20,4.69,7.52,15,20132
081984,LICEO DEL NORTE,47001,SANTA MARTA,MAGDALENA,A,OFICIAL,COMPLETA U ORDINARIA,42.29,41.89,41.95,42.46,37.63,41.03,45.47,41.31,7.52,6.72,10.11,6.90,8.05,6.92,6.37,7.17,220,20132
082008,INSTITUCION EDUCATIVA MUNICIPAL ALFREDO CORREA DE ANDREIS,47189,CIENAGA,MAGDALENA,A,OFICIAL,MAÑANA,40.42,41.60,41.42,41.94,37.15,40.77,44.54,39.75,9.53,6.72,8.01,6.76,9.06,6.89,6.19,6.02,48,20132
082016,COLEGIO MIXTO 20 DE JULIO,47001,SANTA MARTA,MAGDALENA,A,NO OFICIAL,MAÑANA,42.00,40.75,36.50,42.00,32.00,37.25,41.00,38.50,3.92,4.79,10.08,8.29,15.38,6.45,7.39,9.54,4,20132
082024,INSTITUTO LAS AMERICAS,47001,SANTA MARTA,MAGDALENA,A,NO OFICIAL,TARDE,40.39,38.44,40.67,40.94,40.00,44.22,45.61,40.72,12.23,7.19,6.94,8.23,5.64,7.42,6.14,5.52,18,20132
082032,COLEGIO MARIA AUXILIADORA,47001,SANTA MARTA,MAGDALENA,A,NO OFICIAL,COMPLETA U ORDINARIA,46.48,48.18,45.36,45.88,38.79,47.15,47.97,45.12,9.03,9.98,13.45,7.68,10.91,11.56,7.95,9.40,33,20132
082040,INSTITUCION EDUCATIVA DEPARTAMENTAL DE TRONCOSO,47692,SAN SEBASTIAN DE BUENAVISTA,MAGDALENA,A,OFICIAL,TARDE,40.73,48.07,46.60,44.27,39.73,41.53,44.67,42.93,12.79,8.33,7.16,9.44,9.77,4.55,7.66,6.46,15,20132
082073,COLEGIO JUVENTUD EN MARCHA,47058,ARIGUANI (EL DIFICIL),MAGDALENA,A,NO OFICIAL,MAÑANA,37.84,37.20,36.32,38.44,35.60,34.96,41.16,35.32,7.30,6.13,8.48,4.02,6.14,8.87,5.84,5.36,25,20132
082081,COLEGIO DE BACHILLERATO AGROPECUARIO DE PIÑUELA,47551,PIVIJAY,MAGDALENA,A,OFICIAL,MAÑANA,40.38,39.73,36.12,38.77,33.69,39.62,41.81,37.69,7.32,6.05,8.88,6.64,7.19,4.77,4.68,5.40,26,20132
082107,INSTITUCION EDUCATIVA DEPARTAMENTAL DE BASICA Y MEDIA SANTA CRUZ DE BALSAMO,47205,CONCORDIA,MAGDALENA,A,OFICIAL,MAÑANA,40.43,41.02,38.69,40.21,36.95,40.67,43.02,40.14,6.79,7.37,9.32,7.28,7.26,5.81,5.17,6.66,42,20132
082115,CONCENTRACION ESCOLAR FRANCISCO DE PAULA SANTANDER,47001,SANTA MARTA,MAGDALENA,A,OFICIAL,MAÑANA,40.98,40.51,39.80,42.10,36.57,39.92,44.72,41.01,7.48,6.66,10.46,6.44,8.65,6.14,6.14,6.03,157,20132
082123,INSTITUCION EDUCATIVA TECNICO AGROPECUARIO LAS PIEDRAS,70823,TOLUVIEJO,SUCRE,A,OFICIAL,MAÑANA,39.73,39.13,37.00,39.07,29.93,38.40,38.07,36.33,6.89,4.91,9.89,5.40,4.79,4.91,7.22,6.77,15,20132
082131,COLEGIO MUNICIPAL DE BACHILLERATO ANIBAL OJEDA,70771,SUCRE,SUCRE,A,OFICIAL,MAÑANA,45.35,47.85,48.25,46.50,41.60,45.20,48.15,45.90,8.29,4.89,8.52,4.17,7.82,3.94,5.36,4.89,20,20132
082156,COLEGIO TECNICO AGROPECUARIO DE LA GALLERA,70001,SINCELEJO,SUCRE,A,OFICIAL,MAÑANA,41.94,43.10,41.76,41.49,35.02,42.25,44.24,40.88,9.48,9.15,11.63,8.80,9.43,6.52,6.85,7.53,51,20132
082164,INSTITUTO LUIS CARLOS GALAN,70001,SINCELEJO,SUCRE,F,NO OFICIAL,NOCHE,42.25,39.91,38.50,43.05,34.84,39.41,43.20,40.59,6.22,7.24,11.51,6.77,7.87,5.73,6.28,6.22,44,20132
082230,COLEGIO PEDAGOGICO DE LOS ANDES,54001,CUCUTA,NORTE SANTANDER,A,NO OFICIAL,COMPLETA U ORDINARIA,42.21,41.93,41.40,42.02,37.02,43.19,44.21,40.10,9.69,7.04,10.53,5.74,8.13,8.01,6.30,6.20,42,20132
082263,COLEGIO ANTONIO JOSE DE SUCRE,54051,ARBOLEDAS,NORTE SANTANDER,A,OFICIAL,COMPLETA U ORDINARIA,42.13,39.88,41.31,39.81,34.56,42.88,39.25,39.56,6.63,4.11,10.42,4.81,7.88,4.47,11.49,5.56,16,20132
082271,COLEGIO PADRE LUIS VARIARA,54001,CUCUTA,NORTE SANTANDER,A,NO OFICIAL,COMPLETA U ORDINARIA,54.96,55.70,58.15,52.94,45.06,51.64,53.51,50.60,11.84,8.13,12.39,5.78,10.95,10.90,6.25,9.53,53,20132
082297,COLEGIO INTEGRADO JESUS ANTONIO RAMIREZ,54385,LA ESPERANZA,NORTE SANTANDER,A,OFICIAL,COMPLETA U ORDINARIA,44.54,41.62,49.46,43.08,38.15,41.08,47.92,46.77,8.23,5.38,8.62,5.01,8.50,5.78,5.85,4.42,13,20132
082305,COLEGIO PABLO NERUDA  - SEDE 2,54001,CUCUTA,NORTE SANTANDER,A,OFICIAL,MAÑANA,45.21,44.18,43.29,42.61,39.86,42.04,47.32,43.75,8.71,7.21,10.37,7.62,7.09,8.99,6.27,7.08,28,20132
082313,INSTITUTO TECNICO AGROPECUARIO JUAN FRIO,54874,VILLA DEL ROSARIO,NORTE SANTANDER,A,OFICIAL,COMPLETA U ORDINARIA,41.76,44.52,43.04,42.80,36.04,41.64,44.28,41.60,7.63,8.24,10.51,8.40,8.31,3.67,11.41,7.92,25,20132
082339,COLEGIO ESPIRITU SANTO,54001,CUCUTA,NORTE SANTANDER,A,NO OFICIAL,MAÑANA,41.32,44.00,42.92,39.68,35.76,41.96,45.96,38.92,6.26,6.86,9.83,7.31,7.92,6.95,4.73,5.20,25,20132
082354,COLEGIO GIMNASIO MODERNO DEL NORTE,54001,CUCUTA,NORTE SANTANDER,A,NO OFICIAL,MAÑANA,49.00,43.67,38.33,46.61,39.44,48.06,52.00,47.83,10.69,7.07,14.45,6.60,8.77,9.99,7.41,7.25,18,20132
082370,LICEO ALFONSO MORA NARANJO,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,NOCHE,38.43,40.33,37.52,41.43,31.95,39.43,43.57,40.71,9.22,5.23,7.33,5.11,9.25,9.41,6.26,5.13,21,20132
082388,INSTITUCION EDUCATIVA RURAL BOYACA,05240,EBEJICO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,41.78,45.22,44.78,44.28,39.28,41.28,48.00,43.89,6.76,5.87,7.30,5.67,10.60,6.76,6.00,6.79,18,20132
082396,INSTITUTO DE EDUCACION COMFENALCO CONSUELO MONTOYA GIL,05001,MEDELLIN,ANTIOQUIA,F,NO OFICIAL,MAÑANA,41.11,41.72,39.61,42.75,37.17,40.31,46.81,40.28,9.54,4.71,6.95,5.09,7.63,7.12,8.05,9.11,36,20131
082396,INSTITUTO DE EDUCACION COMFENALCO CONSUELO MONTOYA GIL,05001,MEDELLIN,ANTIOQUIA,F,NO OFICIAL,MAÑANA,42.69,41.17,38.83,43.58,39.04,42.29,46.06,41.19,6.40,5.61,10.20,5.97,7.68,6.31,7.44,6.68,48,20132
082404,INSTITUCION EDUCATIVA MURRAPAL,05282,FREDONIA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,40.45,42.58,40.12,42.42,39.00,41.79,45.61,41.24,9.54,5.94,10.84,5.11,7.43,4.41,5.73,6.69,33,20132
082420,INSTITUTO PARROQUIAL PBRO JORGE MIRA BALBIN,05736,SEGOVIA,ANTIOQUIA,A,NO OFICIAL,TARDE,41.64,39.73,38.05,41.64,35.95,39.55,44.77,38.23,9.47,6.94,9.36,7.16,8.75,3.83,5.04,6.75,22,20132
082438,GIMNASIO GUAYACANES,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,41.82,41.47,40.71,42.87,38.65,41.47,45.88,40.99,7.81,6.42,9.72,6.65,9.97,6.20,6.76,6.48,89,20132
082446,COLEGIO  COOPERATIVO SAN ANTONIO DE PRADO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,52.44,47.39,46.19,48.96,44.37,48.11,51.79,48.99,11.40,8.91,10.14,9.32,10.67,10.95,7.78,7.54,70,20132
082453,COLEGIO FRANCISCO LUIS VALDERRAMA VALDERRAMA,05837,TURBO,ANTIOQUIA,A,OFICIAL,TARDE,42.39,42.30,40.95,41.54,37.08,40.65,44.50,40.72,7.34,6.45,9.01,6.49,8.62,5.19,6.38,6.54,155,20132
082461,ESCUELA REMINGTON SEDE SUR,05266,ENVIGADO,ANTIOQUIA,A,NO OFICIAL,COMPLETA U ORDINARIA,42.09,39.96,38.35,42.05,36.09,45.81,44.75,41.26,8.55,7.38,11.68,5.72,9.61,14.09,6.65,6.80,57,20132
082479,INSTITUCION EDUCATIVA KENNEDY,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,TARDE,43.78,42.08,41.42,43.25,39.36,43.36,46.65,41.85,8.50,6.80,9.49,7.52,8.79,6.94,7.64,6.81,130,20132
082495,INSTITUCION EDUCATIVA CRISTOBAL COLON,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,TARDE,44.18,43.83,43.36,43.81,38.51,43.38,47.03,42.87,8.89,7.78,9.96,7.30,8.83,7.57,6.01,6.33,78,20132
082503,CONCENTRACION EDUCATIVA SAN JUAN BAUTISTA DE LA SALLE,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,TARDE,42.38,41.57,39.26,42.55,39.06,40.72,45.34,41.32,9.10,7.23,10.37,6.54,7.09,5.58,7.58,5.59,65,20132
082511,CORPORACION EDUCATIVA DE COMPUTO LTDA CODECOMPUTO LTDA,05360,ITAGUI,ANTIOQUIA,F,NO OFICIAL,COMPLETA U ORDINARIA,42.54,36.38,39.23,40.69,33.54,39.85,43.69,37.54,9.15,12.18,8.63,7.53,12.11,8.26,9.41,8.34,13,20131
082511,CORPORACION EDUCATIVA DE COMPUTO LTDA CODECOMPUTO LTDA,05360,ITAGUI,ANTIOQUIA,F,NO OFICIAL,COMPLETA U ORDINARIA,39.28,41.72,40.63,43.31,37.97,41.88,46.16,44.91,7.82,6.62,10.27,5.23,7.71,7.97,6.99,5.75,32,20132
082529,CENTRO EDUCATIVO AUTONOMO,05001,MEDELLIN,ANTIOQUIA,A,NO OFICIAL,MAÑANA,47.56,45.11,44.30,48.59,45.48,46.59,50.67,49.30,8.53,10.03,9.08,7.60,9.75,8.03,6.73,6.53,27,20132
082552,COLEGIO DE LA PIÑUELA,05197,COCORNA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.25,44.78,44.69,43.25,37.78,43.39,47.89,44.39,7.98,6.52,10.43,6.82,8.20,3.37,5.17,5.68,36,20132
082560,COLEGIO JOSE MARIA CORDOBA,85410,TAURAMENA,CASANARE,F,OFICIAL,SABATINA - DOMINICAL,41.50,40.20,38.09,40.98,37.41,41.28,44.28,41.57,8.20,6.75,8.85,5.03,8.67,4.10,5.35,6.77,46,20132
082578,INSTITUCION EDUCATIVA AURELIO MEJIA,05120,CACERES,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,40.31,40.25,38.50,39.72,36.09,40.56,43.06,39.53,6.73,4.98,8.36,5.80,5.56,4.44,5.91,6.15,32,20132
082586,COLEGIO ANA GOMEZ DE SIERRA,05615,RIONEGRO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,43.00,43.38,41.06,45.53,41.63,45.94,48.06,44.69,10.76,8.48,11.19,7.91,8.50,7.49,5.91,7.37,32,20132
082594,ESCUELA NORMAL SUPERIOR DEL MAGDALENA MEDIO,05579,PUERTO BERRIO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,44.88,44.55,44.21,43.88,37.94,42.02,47.53,43.67,9.33,7.22,9.57,6.46,7.84,6.52,6.46,6.58,66,20132
082602,COLEGIO SANTA BARBARA,05615,RIONEGRO,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,44.85,46.90,47.50,45.70,46.90,46.90,47.85,46.80,10.24,8.53,8.21,7.74,11.07,6.72,8.77,5.43,20,20132
082610,INSTITUCION EDUCATIVA NORMAL SUPERIOR DE SAN ROQUE,05670,SAN ROQUE,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,40.11,43.86,42.53,43.67,39.64,42.97,47.75,43.72,9.19,6.40,10.60,8.29,7.78,5.14,5.89,7.96,36,20132
082636,INSTITUTO DISTRITAL PARA EL DESARROLLO INTEGRAL NUEVA GRANADA,08001,BARRANQUILLA,ATLÁNTICO,A,OFICIAL,TARDE,66.91,58.97,68.38,53.59,48.03,57.68,51.38,56.32,11.70,7.68,11.37,6.67,7.33,11.35,5.18,5.92,34,20132
082644,CORPORACION EDUCATIVA DE MAGANGUE CEDEMAG,13430,MAGANGUE,BOLÍVAR,F,NO OFICIAL,NOCHE,42.50,44.00,49.50,46.00,34.00,41.00,47.00,48.50,6.36,11.31,9.19,7.07,2.83,5.66,0.00,3.54,2,20132
082644,CORPORACION EDUCATIVA DE MAGANGUE CEDEMAG,13430,MAGANGUE,BOLÍVAR,F,NO OFICIAL,NOCHE,40.56,40.56,40.00,43.11,30.33,35.33,40.44,41.56,8.88,3.57,4.97,2.62,9.01,6.20,10.43,4.98,9,20131
082677,INSTITUCION EDUCATIVA AGROPECUARIA VILLALOBOS,19701,SANTA ROSA,CAUCA,A,OFICIAL,COMPLETA U ORDINARIA,41.94,43.53,43.88,43.82,37.76,43.65,44.65,45.41,7.21,4.82,7.43,7.12,7.47,3.04,3.81,5.92,17,20132
082685,COLEGIO LUIS MARIA JIMENEZ,85010,AGUAZUL,CASANARE,A,OFICIAL,COMPLETA U ORDINARIA,45.03,44.41,45.76,43.38,36.16,40.84,44.97,43.86,9.58,6.90,12.72,6.92,9.65,4.51,4.87,7.44,37,20132
082693,COLEGIO DE BACHILLERATO SAGRADO CORAZON DE JESUS,44001,RIOHACHA,LA GUAJIRA,A,NO OFICIAL,MAÑANA,47.88,45.63,46.02,45.66,40.74,45.63,50.49,46.83,9.33,7.60,11.45,6.90,8.62,8.16,6.80,6.82,65,20132
082719,INSTITUTO AUTONOMO DEL LLANO SHAKESPEARE Y CERVANTES,85001,YOPAL,CASANARE,F,NO OFICIAL,NOCHE,42.86,42.84,40.07,42.73,35.92,40.45,44.97,41.28,9.66,6.04,6.67,5.86,7.69,5.86,7.69,6.22,74,20131
082719,INSTITUTO AUTONOMO DEL LLANO SHAKESPEARE Y CERVANTES,85001,YOPAL,CASANARE,F,NO OFICIAL,NOCHE,44.17,42.45,43.71,42.87,37.88,41.79,45.69,44.60,8.76,7.02,9.45,6.89,9.11,5.44,7.09,7.23,78,20132
082735,INSTITUTO TECNICO EMPRESARIAL,85001,YOPAL,CASANARE,A,OFICIAL,COMPLETA U ORDINARIA,48.58,48.23,46.56,45.81,39.87,45.10,48.42,46.55,10.69,7.78,10.97,7.33,7.71,8.98,6.78,7.08,223,20132
082743,COLEGIO DEPARTAMENTAL SAN CARLOS ANEXO AL DEPARTAMENTAL SANTA GEMMA DE GALGANI,25148,CAPARRAPI,CUNDINAMARCA,A,OFICIAL,COMPLETA U ORDINARIA,40.71,44.71,41.57,44.29,36.71,43.21,44.71,42.79,9.13,6.60,11.75,5.93,10.20,6.45,8.10,9.70,14,20132
082768,COLEGIO LUIS HERNANDO TURBAY TURBAY,18592,PUERTO RICO,CAQUETÁ,A,OFICIAL,MAÑANA,41.67,46.25,44.33,42.75,33.67,41.17,42.50,44.83,6.41,7.45,7.40,3.36,8.36,7.08,7.75,4.59,12,20132
082792,COLEGIO MILITAR DECROLY,70001,SINCELEJO,SUCRE,A,NO OFICIAL,COMPLETA U ORDINARIA,51.36,51.71,49.04,51.29,43.57,49.18,54.82,52.36,12.96,12.47,12.47,8.24,8.74,13.64,9.50,7.40,28,20132
082800,INSTITUTO DE PROMOCION AGROPECUARIA,81794,TAME,ARAUCA,A,OFICIAL,MAÑANA,43.03,45.35,42.55,45.10,39.84,40.52,45.35,44.13,9.27,7.45,9.54,6.74,9.44,5.23,5.87,8.04,31,20132
082826,COLEGIO MUNICIPAL AGROPECUARIO JOSE ODEL LIZARAZO (VILLAMAGA),81736,SARAVENA,ARAUCA,A,OFICIAL,MAÑANA,41.18,40.18,40.88,39.76,39.29,39.29,45.53,42.41,9.36,6.77,10.25,8.05,7.12,4.71,6.75,5.26,17,20132
082867,BACHILLERATO ACADEMICO PARA ADULTOS ANTONIO NARIÑO,86568,PUERTO ASIS,PUTUMAYO,F,NO OFICIAL,MAÑANA,40.87,38.78,35.96,40.57,37.00,38.22,41.70,40.87,7.38,5.41,8.58,6.18,6.19,5.70,7.37,5.86,23,20132
082867,BACHILLERATO ACADEMICO PARA ADULTOS ANTONIO NARIÑO,86568,PUERTO ASIS,PUTUMAYO,F,NO OFICIAL,MAÑANA,38.09,41.56,38.38,42.56,35.34,36.50,45.22,41.75,8.61,5.00,10.40,4.41,7.11,6.92,8.47,6.29,32,20131
082883,CENTRO DE CAPACITACION SUPERIOR CONTABLE Y TRIBUTARIA CECSCOT,76834,TULUA,VALLE,F,NO OFICIAL,TARDE,39.50,42.33,39.28,43.33,38.67,40.33,42.28,42.11,6.35,5.98,11.02,6.66,6.95,5.93,8.17,7.31,18,20132
082891,INSTITUTO NACIONAL DE APRENDIZAJE INSA,76001,CALI,VALLE,F,NO OFICIAL,NOCHE,40.00,36.50,34.00,43.50,36.50,35.00,39.00,38.00,8.49,6.36,9.90,6.36,4.95,5.66,5.66,7.07,2,20132
082917,COLEGIO DE BACHILLERATO INMACULADA LIÑAN,44855,URUMITA,LA GUAJIRA,A,OFICIAL,NOCHE,45.00,39.00,30.67,38.00,34.33,38.33,39.67,38.67,9.64,2.00,6.66,3.61,7.57,4.73,10.79,10.02,3,20132
082933,COLEGIO MIGUEL ANGEL BUONARROTTI,76001,CALI,VALLE,F,NO OFICIAL,NOCHE,40.13,40.04,39.10,41.37,35.80,37.94,42.82,39.28,7.59,5.42,9.80,7.29,8.99,7.94,8.13,9.87,104,20132
082933,COLEGIO MIGUEL ANGEL BUONARROTTI,76001,CALI,VALLE,F,NO OFICIAL,NOCHE,37.45,39.93,37.75,42.34,34.52,36.18,41.30,40.03,10.51,6.69,6.91,5.55,7.81,6.87,8.60,7.29,122,20131
082966,INSTITUCION EDUCATIVA PABLO SEXTO,73770,SUAREZ,TOLIMA,A,OFICIAL,MAÑANA,41.75,43.00,44.88,42.88,39.50,41.13,42.13,44.00,6.02,6.16,13.60,7.41,6.30,6.27,7.32,10.13,8,20132
082974,COLEGIO FE Y ALEGRIA,73001,IBAGUE,TOLIMA,A,OFICIAL,MAÑANA,43.11,43.98,44.58,43.44,40.42,42.56,46.78,43.22,7.58,7.08,10.06,6.73,7.68,5.08,5.78,7.46,45,20132
083014,INSTITUTO SAN FERNANDO FERRINI,73268,ESPINAL,TOLIMA,F,NO OFICIAL,TARDE,40.50,41.75,42.63,39.25,40.25,39.38,46.38,41.00,5.10,4.92,11.65,4.06,6.67,6.35,4.31,4.07,8,20132
083014,INSTITUTO SAN FERNANDO FERRINI,73268,ESPINAL,TOLIMA,F,NO OFICIAL,TARDE,42.00,32.00,27.00,44.00,43.00,30.00,19.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,20131
083022,INSTITUCION TECNICA AGROPECUARIA ANTONIO NARIÑO,85001,YOPAL,CASANARE,A,OFICIAL,MAÑANA,40.20,46.52,47.60,45.24,40.60,44.72,47.48,45.76,7.09,7.35,9.43,7.90,9.51,4.61,6.01,6.26,25,20132
083048,INSTITUTO STUDIUM,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,COMPLETA U ORDINARIA,48.92,48.69,49.33,48.78,46.08,61.78,53.08,50.50,7.58,7.77,11.70,6.61,8.37,13.81,5.69,8.65,36,20132
083048,INSTITUTO STUDIUM,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,COMPLETA U ORDINARIA,49.72,49.40,45.64,47.84,44.60,65.12,52.28,48.24,9.77,7.79,6.20,4.73,8.11,13.30,11.53,4.26,25,20131
083055,CENTRO EDUCATIVO AMOR A COLOMBIA,13001,CARTAGENA,BOLÍVAR,A,NO OFICIAL,COMPLETA U ORDINARIA,43.11,40.00,41.78,44.11,38.00,39.44,44.22,42.22,8.30,6.08,15.15,9.49,7.16,10.00,5.43,5.67,9,20132
083063,COLEGIO DE BACHILLERATO NOCTURNO,13600,RIO VIEJO,BOLÍVAR,A,OFICIAL,NOCHE,37.55,40.32,34.77,40.09,35.05,37.59,40.50,37.27,7.44,7.82,9.96,5.42,6.10,5.63,5.55,10.75,22,20132
083105,INSTITUCION EDUCATIVA OLAYA,05501,OLAYA,ANTIOQUIA,A,OFICIAL,COMPLETA U ORDINARIA,40.21,39.74,40.84,40.42,38.21,39.16,45.32,42.05,8.48,4.51,7.36,6.67,9.31,6.67,6.60,7.12,19,20132
083121,NUEVO COLEGIO GARCIA DE LORENZO,25269,FACATATIVA,CUNDINAMARCA,A,NO OFICIAL,COMPLETA U ORDINARIA,42.38,44.31,44.54,44.38,36.15,40.46,43.92,42.00,9.75,7.73,8.32,8.85,6.79,3.45,6.09,7.05,13,20132
083147,COLEGIO AGUSTIN NIETO CABALLERO,81794,TAME,ARAUCA,A,OFICIAL,MAÑANA,45.50,42.50,43.50,44.00,42.14,42.29,43.29,41.93,4.38,6.01,7.77,6.41,5.10,4.39,8.27,3.20,14,20132
083246,CENTRO DE ESTUDIOS CEPAC,23001,MONTERIA,CÓRDOBA,F,NO OFICIAL,NOCHE,41.60,39.90,35.30,39.70,33.40,40.30,43.60,40.20,4.72,8.33,9.26,8.67,8.21,5.52,6.20,6.11,10,20132
083253,COLEGIO DEPARTAMENTAL DE BACHILLERATO JOSE BENITO VIVES DE ANDREIS,47980,ZONA BANANERA,MAGDALENA,A,OFICIAL,MAÑANA,41.23,40.53,41.73,40.00,37.30,36.43,41.40,38.90,7.29,8.13,8.60,7.20,8.18,7.30,6.77,6.56,30,20132
083295,INSTITUCION EDUCATIVA DEL VALLE,76520,PALMIRA,VALLE,A,OFICIAL,NOCHE,39.47,40.53,39.15,41.95,36.88,40.76,44.81,41.95,7.20,5.67,9.35,7.34,8.62,5.01,6.37,5.91,59,20132
083311,INSTITUTO DOCENTE FROYLAN FARIAS,81794,TAME,ARAUCA,A,OFICIAL,COMPLETA U ORDINARIA,44.22,46.41,44.93,42.70,38.26,42.56,44.85,44.93,11.10,5.18,8.03,8.05,6.77,5.26,7.44,3.97,27,20132
083337,COLEGIO JOSE ACEVEDO Y GOMEZ,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,NOCHE,39.48,40.11,37.17,40.33,36.30,37.46,42.00,39.33,8.93,6.29,9.86,7.99,9.17,9.75,7.12,7.91,46,20132
083352,CENTRO SEMIESCOLARIZADO NUEVO COLEGIO MARIA MONTESSORI,08758,SOLEDAD,ATLÁNTICO,F,NO OFICIAL,NOCHE,39.80,41.00,40.47,39.60,31.27,37.40,38.87,38.07,12.15,6.00,7.09,6.78,7.90,5.22,9.76,5.39,15,20131
083352,CENTRO SEMIESCOLARIZADO NUEVO COLEGIO MARIA MONTESSORI,08758,SOLEDAD,ATLÁNTICO,F,NO OFICIAL,NOCHE,42.08,40.23,36.10,40.73,35.73,40.87,43.58,37.75,7.01,5.33,8.39,5.49,7.20,5.08,6.68,6.83,52,20132
083378,CENTRO DE CAPACITACION BOLIVAR CENCABO,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,COMPLETA U ORDINARIA,40.11,40.15,42.30,42.70,35.30,40.67,47.63,44.26,10.45,5.34,5.55,5.01,8.31,8.29,8.90,4.97,27,20131
083378,CENTRO DE CAPACITACION BOLIVAR CENCABO,11001,BOGOTÁ D.C.,BOGOTÁ,F,NO OFICIAL,COMPLETA U ORDINARIA,43.00,43.49,44.69,43.23,37.97,45.31,46.91,44.34,10.23,7.07,8.27,6.77,7.80,11.73,6.10,7.38,35,20132
083477,INSTITUCION EDUCATIVA RURAL SAN JOSE DEL NUS,05670,SAN ROQUE,ANTIOQUIA,A,OFICIAL,NOCHE,38.50,38.75,34.08,42.08,31.33,35.92,41.50,38.08,5.66,7.24,11.60,5.53,6.81,6.96,5.11,5.76,12,20132
083519,INSTITUCION EDUCATIVA LUIS LOPEZ DE MESA,05001,MEDELLIN,ANTIOQUIA,F,OFICIAL,NOCHE,42.43,39.57,31.86,39.00,27.14,36.43,39.57,37.00,8.22,2.82,8.76,4.65,9.37,6.16,7.00,6.22,7,20132
083550,COLEGIO MUNICIPAL DE BACHILLERATO TECNICO COMERCIAL LUIS CARLOS GALAN SARMIENTO,54001,CUCUTA,NORTE SANTANDER,A,OFICIAL,MAÑANA,43.72,43.96,43.32,44.21,41.85,45.23,47.38,44.21,8.26,6.78,10.17,6.73,10.85,8.57,7.89,8.96,47,20132
083584,COLEGIO DEPARTAMENTAL INTEGRADO SAMORE,54820,TOLEDO,NORTE SANTANDER,A,OFICIAL,COMPLETA U ORDINARIA,43.78,44.78,48.44,43.61,35.67,43.00,44.06,43.94,6.88,5.58,10.45,6.63,10.55,4.96,6.49,5.45,18,20132
083600,COLEGIO DE BACHILLERATO NOCTURNO MUNICIPAL NUESTRA SEÑORA DEL CARMEN,44378,HATONUEVO,LA GUAJIRA,A,OFICIAL,NOCHE,38.00,37.81,35.38,39.42,33.38,37.85,39.81,37.81,6.51,5.07,9.30,6.78,5.31,7.00,5.25,5.30,26,20132
083634,INSTITUCION EDUCATIVA RURAL AGRICOLA DE SAN JERONIMO,05656,SAN JERONIMO,ANTIOQUIA,F,OFICIAL,NOCHE,38.08,39.00,34.18,38.97,32.29,37.97,41.71,37.75,9.09,5.82,9.22,6.32,8.52,5.60,6.01,6.31,76,20132
083733,COLEGIO AGROPECUARIO JUBANGUANA,52110,BUESACO,NARIÑO,A,OFICIAL,MAÑANA,40.88,48.19,43.50,45.63,36.19,40.44,47.50,44.75,12.26,6.97,9.09,7.60,9.45,4.59,6.01,7.22,16,20132
083741,COLEGIO JORGE ROBLEDO,05001,MEDELLIN,ANTIOQUIA,A,OFICIAL,TARDE,43.39,43.64,43.41,43.95,39.28,42.78,47.73,43.52,8.46,6.53,8.87,6.60,8.29,6.07,6.11,7.43,64,20132
